,id,username,category_name,follower,following,ar_effect,type_business,type_professional,verified,reel_count,reel_avg_view,reel_avg_comment,reel_avg_like,reel_avg_duration,reel_frequency,media_count,media_avg_comment,media_avg_like,media_frequency
0,25025320,instagram,Digital creator,634637979,59,True,False,True,True,1256,9406907.25,13544.5,634500.6666666666,92.46633333333334,18.554887482982664,7393,8635.166666666666,410027.25,1.090776537537431
0,173560420,cristiano,Athlete,578782007,557,True,False,True,True,387,18249237.583333332,28318.833333333332,3607849.9166666665,32.61633333333334,17.03613020721828,3475,52543.166666666664,7980593.083333333,2.203446096607565
0,427553890,leomessi,,457406606,292,False,True,True,True,163,10901379.583333334,12207.166666666666,1867137.8333333333,59.27466666666668,20.523758596607564,1026,48772.833333333336,8066776.833333333,2.7141658383490936
0,460563723,selenagomez,Musician/band,412696308,251,True,False,True,True,261,10374819.416666666,12646.25,1590331.6666666667,68.10241666666667,20.825947171182033,1890,112153.16666666667,14481840.166666666,4.458361854353822
0,12281817,kyliejenner,Public figure,388009361,97,False,False,True,True,412,28439483.666666668,41880.583333333336,4658362.583333333,30.537499999999994,36.633452297797476,6806,7775.0,3416259.5833333335,1.1616531897005515
0,232192182,therock,Public figure,376319815,666,False,False,True,True,2805,6486813.0,8308.166666666666,842701.1666666666,139.444,13.080633596607564,7238,3519.6666666666665,535801.25,0.8137596711820331
0,7719696,arianagrande,Musician,367957136,600,False,False,True,True,1309,9168522.416666666,40.5,2158336.8333333335,49.31074999999999,18.35243485385343,4987,2373.5833333333335,3578339.6666666665,13.360044393404255
0,18428658,kimkardashian,Public figure,353289707,241,False,False,True,True,165,9221392.916666666,12236.25,948303.75,283.7913333333333,47.93334490740741,5829,6657.666666666667,1582129.8333333333,1.0019088939046494
0,247944034,beyonce,Musician,306232794,0,False,True,True,True,243,6478501.25,17729.25,1179855.8333333333,93.919,52.16688467118203,2063,57587.416666666664,4018829.8333333335,12.780446262273443
0,208560325,khloekardashian,Public figure,304562743,100,False,False,True,True,276,6565852.416666667,6847.166666666667,686235.0833333334,43.955333333333336,37.980356893404256,4232,6297.916666666667,1360984.25,1.0758239084081953
0,6860189,justinbieber,Musician,287142296,737,True,False,True,True,1308,7564334.5,38079.25,1111739.9166666667,185.61083333333332,1.3544581676674547,7409,33985.833333333336,3334511.25,6.299850611611506
0,13460080,nike,,289070323,150,True,True,True,True,69,3454251.3333333335,2649.4166666666665,154017.0,45.53858333333334,24.780415838349093,1104,1191.9166666666667,140902.75,1.0945844079078013
0,6380930,kendalljenner,Fashion Model,285621356,229,False,False,True,True,65,11630842.166666666,12088.916666666666,1921141.5,129.27483333333333,73.5603095225335,662,12759.666666666666,3936328.0833333335,2.530270502001576
0,787132,natgeo,Media/news company,273995569,144,True,True,True,True,1908,1946133.6666666667,1143.6666666666667,155790.33333333334,41.463499999999996,13.757423279779355,28015,1257.75,103689.75,0.22198024124113475
0,11830955,taylorswift,Musician,256075430,0,True,False,True,True,93,9249322.583333334,0.0,2192315.8333333335,64.48283333333333,58.30940137187155,572,0.0,5408500.916666667,12.084026949460204
0,2094200507,virat.kohli,Athlete,246714346,276,True,False,True,True,388,7406048.666666667,9571.666666666666,1012977.3333333334,32.4995,4.505866152663515,1572,31627.416666666668,4528454.083333333,1.1133817787785658
0,305701719,jlo,Artist,242965202,1510,False,True,True,True,216,5466022.75,7849.416666666667,393021.9166666667,313.8546666666667,33.1354188158156,694,5943.666666666667,529285.0,2.0274055045153663
0,145821237,kourtneykardash,Entrepreneur,219148003,149,False,False,True,True,187,7029687.0,4057.3333333333335,681369.0833333334,68.43316666666666,45.17483391092198,4454,3688.3333333333335,1011378.25,2.252630538538219
0,451573056,nickiminaj,,217433544,656,True,False,False,True,1442,5045842.5,9987.416666666666,802744.3333333334,34.51658333333334,15.470780835835305,6478,20209.583333333332,1490201.6666666667,2.4152462792789597
0,26669533,neymarjr,Athlete,208235440,1709,False,False,True,True,371,7063102.833333333,386.9166666666667,1479275.9166666667,34.72441666666666,18.98419948599685,5435,3471.1666666666665,5764142.583333333,1.470162037037037
0,325734299,mileycyrus,Musician/band,205841060,300,False,False,True,True,463,3752851.5833333335,4809.916666666667,525175.4166666666,47.91908333333333,3.3258755775886524,1222,6618.333333333333,1218917.25,3.3939047612608353
0,407964088,katyperry,,197341551,750,True,True,True,True,627,1451024.9166666667,1610.25,160335.33333333334,99.72475000000001,9.691162780279749,2187,1657.4166666666667,169939.75,0.730109539539007
0,9777455,zendaya,Artist,176904515,1779,False,False,True,True,321,19499236.333333332,15463.916666666666,3847892.1666666665,78.7135,46.024878058057524,3545,24541.5,7846286.5,16.576842426926714
0,6590609,kevinhart4real,,172923991,1012,False,True,True,True,1955,1436938.25,3082.4166666666665,191553.75,199.08825000000002,16.516740409408985,8654,889.9166666666666,113463.41666666667,0.4546223538534279
0,189393625,ddlovato,Musician,153482661,856,True,False,True,True,34,1472965.1666666667,2970.9166666666665,178500.41666666666,134.80258333333333,33.65549768518518,92,7652.666666666667,737063.5,3.888894261761229
0,19410587,kingjames,Athlete,151694288,414,False,False,True,True,399,4278881.25,6275.333333333333,754670.25,122.89791666666666,11.425601851851852,2456,6644.833333333333,1069522.5,2.683406001501182
0,25945306,badgalriri,Musician/band,148925687,1619,False,False,True,True,460,14295441.416666666,15371.833333333334,2238997.3333333335,55.81916666666666,19.636821427927504,4876,34544.083333333336,6643680.5,5.816112185685579
0,290023231,realmadrid,,137255499,49,True,True,True,True,1582,2120786.5833333335,353.25,159686.41666666666,15.368666666666668,22.04675090890859,8750,571.5,341088.5,0.14255166916863674
0,14455831,champagnepapi,Education,135968722,2991,False,False,True,True,12,3949612.9166666665,9604.5,745262.1666666666,51.71408333333333,226.51653852353428,319,100.33333333333333,1560516.6666666667,3.7923339109219856
0,29394004,chrisbrownofficial,Artist,138175332,0,False,False,True,True,1773,1465608.6666666667,4331.75,242381.83333333334,56.89966666666666,1.5214405580575256,7442,3223.0833333333335,347721.0,1.7721045785894405
0,260375673,fcbarcelona,Sports,120424952,85,True,True,True,True,1894,4015401.75,8292.166666666666,769963.75,25.285749999999997,10.284064649148936,18523,1582.1666666666667,736729.1666666666,0.1042920785894405
0,28527810,billieeilish,Artist,109108514,0,True,False,True,True,144,16487434.666666666,22369.75,4473013.833333333,61.46358333333334,18.41309994895981,777,23196.75,4995212.333333333,2.090581927427108
0,1269788896,championsleague,,104881557,449,False,True,True,True,4950,3367739.5,1025.1666666666667,445343.1666666667,74.852,0.8768488743853428,20576,1602.0,469294.0,-0.29839525574468084
0,4213518589,k.mbappe,Athlete,103186447,393,False,True,True,True,71,9060102.75,11012.416666666666,1861528.6666666667,32.14966666666667,32.340493633144206,1228,21762.25,4031731.5833333335,4.226862597608354
0,20788692,gal_gadot,Artist,101064111,1143,False,False,True,True,294,2866128.75,2491.4166666666665,507141.9166666667,54.08841666666667,9.505806133144208,1743,3583.6666666666665,676155.4166666666,4.9102075050157605
0,1287006597,vindiesel,,92375625,80,False,False,False,True,439,2769296.6666666665,4068.4166666666665,572174.9166666666,45.160666666666664,5.409364500500394,1895,4573.583333333333,1120273.0833333333,1.4589478338337274
0,8012033210,lalalalisa_m,,92580449,0,True,False,False,True,39,10547140.25,79976.83333333333,4847882.583333333,23.20141666666667,20.704109870870763,971,113996.75,9608587.333333334,3.4763121686682426
0,528817151,nasa,,92086996,79,True,True,True,True,531,2456745.0,1823.25,436263.9166666667,431.28116666666665,21.535274800311267,3816,5542.25,1121580.1666666667,1.2691340935933806
0,12331195,dualipa,Artist,87838484,1054,True,False,True,True,152,4635244.75,3837.75,1103580.5833333333,55.01075,14.004310928427897,1442,6510.5,2367772.9166666665,3.5790016521631203
0,178537482,priyankachopra,,86727390,738,False,True,True,True,444,3838268.0,2244.0,320697.8333333333,271.6546666666667,23.89306415216312,3680,3092.5833333333335,882722.9166666666,0.8966289669779354
0,217867189,shakira,Musician/band,85906435,158,True,False,True,True,642,4366019.25,5280.083333333333,382689.6666666667,51.42458333333334,7.271344741741529,2079,21639.416666666668,1439610.8333333333,3.651243798798266
0,1574083,snoopdogg,Actor,80212034,6887,False,True,True,True,19797,399600.3333333333,1047.25,54836.416666666664,776.0731666666666,5.816525874885737,56835,2078.3333333333335,144961.0,0.1755598538534279
0,296102572,shraddhakapoor,Actor,80230010,805,False,False,True,True,360,1821998.1666666667,2345.9166666666665,379017.5,45.44416666666667,9.584410796796691,1946,13111.0,1638520.9166666667,3.1126485600709217
0,779085683,khaby00,Gaming video creator,78803221,990,False,False,True,True,8,2205030.5,50.5,106739.5,12.8165,38.11893518518519,359,17899.083333333332,2344342.3333333335,2.176599371371158
0,20824486,nba,Sports league,79148726,1118,True,True,True,True,18445,661793.6666666666,298.8333333333333,77291.91666666667,70.91058333333334,10.391879298297873,59390,860.8333333333334,139721.83333333334,0.0028178728723404255
0,186904952,davidbeckham,Public figure,78834797,602,False,False,True,True,334,4074663.25,3011.0,407362.0833333333,28.252333333333336,2.4747232967966903,1647,2234.75,552632.0,2.879702297797478
0,12995776,gigihadid,Entrepreneur,78072666,1444,False,False,True,True,155,6928523.666666667,3236.1666666666665,1382429.0833333333,94.43849999999999,43.834106893404254,3327,3810.5833333333335,1865008.6666666667,4.537204446946415
0,7140177628,jennierubyjane,,78029526,0,False,False,False,True,47,7708455.0,32375.0,3355496.9166666665,27.54341666666667,57.53865955655634,980,43564.25,5514094.25,3.38331878179275
0,259925762,aliaabhatt,Actor,76893562,511,True,False,True,True,242,7720893.333333333,4400.333333333333,1119292.8333333333,86.99683333333331,7.074410796796691,1917,7604.5,2673698.3333333335,4.115839780791963
0,3416684,victoriassecret,,74893084,166,True,True,True,True,570,164869.66666666666,170.08333333333334,14041.166666666666,8.135833333333332,4.365949074074074,3377,187.0,27973.583333333332,0.6311797272379827
0,1550693326,narendramodi,Politician,74685634,0,False,False,True,True,104,6272116.666666667,12850.333333333334,1205053.6666666667,165.75808333333333,36.47621957607565,585,20720.0,3180242.75,7.918608133644603
0,243103112,nehakakkar,Musician,74056900,283,False,False,True,True,21,3255262.75,3792.1666666666665,572758.6666666666,44.61075,52.30083655705674,122,2212.3333333333335,414360.75,1.6944907407407408
0,2274763833,bts.bighitofficial,Musician/band,73040638,10,True,False,True,True,33,5490350.166666667,36106.416666666664,3074006.0,25.437916666666666,104.69223189340426,1293,6500.916666666667,2646824.5833333335,0.5208702047044917
0,979177642,ronaldinho,Sports,72807571,528,True,False,True,True,622,2229101.5,1673.5833333333333,340164.8333333333,65.25250000000001,3.801848874385343,3007,964.0,337050.9166666667,1.7579799099093774
